business,DIT,f,19,R,8,A,2,4,Public house manager,"Scientist, water quality",home,other,154,109,0,yes,yes,no,yes,yes,yes,yes,1,1,1,4,1,3,19,3,42,72
math,UCD,f,21,R,4,T,0,0,Public house manager,Medical laboratory scientific officer,home,mother,14,19,4,no,yes,no,yes,no,yes,yes,2,2,0,3,4,1,84,22,53,66
business,DIT,m,21,R,6,T,3,3,"Scientist, clinical (histocompatibility and immunogenetics)",Chartered certified accountant,other,father,125,12,0,yes,yes,yes,yes,yes,yes,yes,5,4,5,2,5,4,6,95,61,29
math,UCC,f,19,R,8,A,1,0,IT consultant,Product designer,reputation,mother,216,98,0,no,no,no,yes,no,yes,no,3,1,1,1,2,5,79,3,72,60
psychology,DIT,m,20,R,4,T,2,0,IT consultant,"Scientist, water quality",course,other,12,116,0,no,yes,no,yes,no,yes,no,4,2,0,2,5,1,12,57,5,52
computer science,UCC,m,19,R,6,T,2,4,IT consultant,Product designer,course,other,212,30,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,3,17,52,22,74
psychology,NUI-Galway,m,22,R,3,T,1,3,"Scientist, clinical (histocompatibility and immunogenetics)",Operations geologist,reputation,father,17,117,0,no,yes,yes,yes,no,yes,no,5,4,5,2,2,5,66,48,56,13
engineering,DIT,m,21,U,7,A,0,1,Drilling engineer,Product designer,reputation,father,122,96,0,no,yes,no,yes,yes,yes,no,5,1,1,2,1,2,5,92,27,15
computer science,UCC,f,18,U,4,T,2,3,IT consultant,Operations geologist,home,mother,118,41,0,yes,yes,no,yes,yes,yes,no,2,3,3,1,1,4,12,85,1,18
engineering,DCU,m,16,R,5,A,4,3,Public house manager,Product designer,other,mother,146,80,4,yes,yes,no,no,no,yes,yes,3,2,0,5,1,1,95,70,72,8
health science,DIT,m,22,U,8,T,0,3,Public house manager,Product designer,other,father,153,73,0,no,yes,no,no,no,yes,yes,3,5,1,3,1,5,14,20,8,86
health science,DCU,m,18,U,10,A,1,0,Drilling engineer,Operations geologist,reputation,mother,100,8,2,yes,yes,no,no,no,yes,no,2,4,5,3,3,4,61,68,79,52
business,UCD,m,18,R,8,T,1,2,Drilling engineer,Product designer,reputation,other,109,66,13,yes,yes,yes,yes,no,no,yes,4,1,1,2,1,2,12,12,7,77
physics,UCD,m,16,R,10,T,2,0,Immunologist,Operations geologist,reputation,father,57,103,11,yes,yes,no,yes,yes,no,no,2,1,1,4,5,4,13,88,3,6
business,UCD,f,20,U,10,A,4,4,"Scientist, clinical (histocompatibility and immunogenetics)",Medical laboratory scientific officer,reputation,other,224,12,0,yes,no,no,no,yes,yes,yes,1,3,3,4,2,2,38,94,89,52
math,DCU,f,19,R,10,A,3,0,Drilling engineer,Chartered certified accountant,course,other,212,7,0,yes,yes,no,yes,yes,yes,yes,1,4,5,1,5,5,7,68,94,61
engineering,UCC,m,16,U,6,T,4,0,"Scientist, clinical (histocompatibility and immunogenetics)","Scientist, water quality",other,father,232,11,0,yes,yes,yes,yes,yes,yes,yes,3,2,0,2,2,5,86,81,5,55
computer science,DCU,m,18,R,4,A,1,1,"Scientist, clinical (histocompatibility and immunogenetics)",Medical laboratory scientific officer,home,other,38,15,0,yes,yes,no,no,no,yes,no,2,5,1,1,2,1,0,68,1,36
engineering,UCD,m,21,R,3,A,0,4,IT consultant,Operations geologist,other,mother,73,55,0,yes,yes,no,no,no,yes,no,2,3,3,3,2,3,1,39,84,55
math,DIT,m,19,U,6,A,0,4,"Scientist, clinical (histocompatibility and immunogenetics)",Chartered certified accountant,other,other,111,84,0,yes,yes,no,no,yes,yes,yes,4,3,3,4,2,2,96,93,80,4
health science,DCU,f,21,U,8,T,3,0,Drilling engineer,Medical laboratory scientific officer,other,mother,58,89,0,yes,yes,no,yes,yes,yes,yes,4,2,0,2,3,2,14,20,6,14
physics,NCI,m,15,R,9,T,1,0,Immunologist,Medical laboratory scientific officer,home,mother,147,77,0,no,yes,no,yes,no,yes,no,5,1,1,3,4,4,3,88,60,78
math,NUI-Galway,m,18,U,8,A,3,0,IT consultant,Chartered certified accountant,reputation,mother,40,22,13,yes,yes,no,yes,yes,yes,yes,5,2,0,2,2,3,41,25,31,5
physics,TCD,m,21,U,5,T,2,0,Immunologist,Operations geologist,home,father,3,87,0,yes,yes,yes,yes,yes,yes,no,5,1,1,5,2,4,98,20,7,94
physics,TCD,f,22,U,7,A,2,3,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,reputation,father,37,96,0,yes,yes,no,no,yes,yes,yes,1,5,5,4,4,1,14,61,66,19
health science,DCU,f,18,R,9,T,1,3,Immunologist,Operations geologist,home,father,170,24,4,yes,yes,no,yes,no,yes,no,4,5,1,4,3,3,17,59,94,49
engineering,DIT,f,17,R,4,T,1,1,Public house manager,Product designer,other,mother,188,99,0,yes,no,no,no,yes,yes,yes,3,2,0,2,5,3,48,61,63,82
psychology,DCU,m,22,R,4,T,3,2,Drilling engineer,Medical laboratory scientific officer,other,other,207,102,0,no,yes,no,yes,no,yes,yes,4,3,3,5,4,2,31,84,56,69
computer science,DIT,f,22,U,6,T,0,4,"Scientist, clinical (histocompatibility and immunogenetics)",Chartered certified accountant,reputation,mother,211,112,0,yes,no,yes,yes,no,yes,yes,5,2,0,2,4,3,84,85,48,15
engineering,UCD,m,19,U,10,A,3,2,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,course,father,173,27,0,yes,no,no,yes,no,yes,yes,5,3,3,3,4,3,4,92,20,14
business,NUI-Galway,f,15,R,5,A,1,1,Drilling engineer,Operations geologist,other,other,67,62,0,yes,yes,no,yes,yes,yes,yes,3,5,5,2,5,5,7,64,94,53
physics,UCC,f,21,U,3,T,4,0,Immunologist,Product designer,reputation,father,54,42,0,yes,yes,no,yes,yes,yes,no,2,2,0,4,5,1,8,33,34,76
computer science,NUI-Galway,f,18,R,4,T,4,0,Drilling engineer,Chartered certified accountant,course,other,112,8,1,yes,yes,no,no,yes,yes,no,4,4,5,3,4,5,4,56,7,93
health science,DIT,f,21,R,4,A,0,3,Immunologist,Medical laboratory scientific officer,home,other,229,19,9,yes,yes,no,no,yes,yes,yes,1,5,5,4,5,3,15,44,19,11
psychology,TCD,m,21,U,9,A,4,0,Drilling engineer,Product designer,course,other,193,4,0,yes,yes,no,yes,yes,yes,no,1,2,0,2,3,4,7,97,83,92
business,TCD,m,17,R,10,A,0,1,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,reputation,mother,51,61,0,no,yes,no,yes,no,yes,yes,1,1,1,3,4,5,11,4,58,85
psychology,DIT,m,22,U,5,T,3,3,IT consultant,Medical laboratory scientific officer,other,father,42,36,0,no,yes,no,no,no,yes,yes,1,3,3,5,4,3,9,95,26,93
physics,DIT,m,20,U,8,A,2,2,"Scientist, clinical (histocompatibility and immunogenetics)",Chartered certified accountant,home,father,122,110,0,yes,yes,no,yes,yes,yes,no,2,3,3,2,3,4,1,35,79,59
physics,TCD,m,22,U,3,A,3,0,IT consultant,Chartered certified accountant,home,other,17,82,0,yes,no,no,yes,yes,no,no,3,3,3,1,1,1,88,66,17,70
computer science,DCU,m,22,R,4,T,3,0,Public house manager,"Scientist, water quality",other,mother,138,1,0,yes,yes,no,no,no,yes,yes,4,3,3,4,5,2,17,56,77,21
health science,NCI,f,19,R,6,T,1,1,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,course,mother,83,40,0,yes,yes,yes,yes,no,yes,yes,2,3,3,1,3,1,2,90,14,84
physics,UCD,m,15,U,10,A,2,0,Immunologist,Medical laboratory scientific officer,home,mother,160,30,0,yes,yes,no,no,no,yes,no,2,2,0,4,1,1,36,23,13,97
engineering,UCD,m,21,R,10,A,3,4,Drilling engineer,Product designer,reputation,mother,72,98,3,no,yes,no,yes,no,yes,no,2,2,0,3,2,2,42,99,95,30
math,NUI-Galway,f,16,U,8,A,3,3,"Scientist, clinical (histocompatibility and immunogenetics)",Chartered certified accountant,other,mother,116,67,12,yes,yes,no,yes,no,yes,yes,3,2,0,5,2,1,84,41,59,33
engineering,TCD,f,18,R,5,T,1,3,"Scientist, clinical (histocompatibility and immunogenetics)",Operations geologist,other,other,144,84,0,yes,yes,yes,yes,no,yes,yes,1,5,1,4,4,1,14,75,73,46
math,UCD,f,17,R,3,A,2,2,Immunologist,Product designer,course,father,239,102,0,no,yes,no,yes,no,yes,yes,4,2,0,4,5,1,48,81,20,91
psychology,NCI,f,16,R,4,T,2,0,Immunologist,Operations geologist,home,mother,14,29,0,no,yes,no,no,yes,yes,no,4,4,5,5,3,4,45,59,26,53
computer science,DCU,m,18,R,5,A,0,3,Immunologist,"Scientist, water quality",other,other,168,24,0,yes,no,no,yes,yes,yes,no,3,5,4,4,1,4,9,18,5,42
math,DIT,m,17,R,10,A,2,4,IT consultant,Chartered certified accountant,reputation,father,111,64,0,yes,yes,no,no,no,yes,no,1,1,1,4,4,3,3,66,89,95
business,NUI-Galway,f,17,U,5,T,1,4,IT consultant,"Scientist, water quality",course,father,9,68,0,yes,yes,no,yes,no,yes,yes,2,5,2,2,5,3,36,22,54,66
health science,DIT,f,18,U,9,A,2,2,Immunologist,Chartered certified accountant,course,father,80,12,2,yes,yes,no,yes,yes,yes,yes,1,3,3,2,2,5,5,67,94,18
health science,NCI,m,21,R,8,A,3,2,Public house manager,Medical laboratory scientific officer,home,father,139,11,0,yes,yes,yes,yes,yes,yes,yes,1,3,3,4,5,1,60,79,53,76
business,NUI-Galway,f,20,R,5,A,1,0,"Scientist, clinical (histocompatibility and immunogenetics)",Chartered certified accountant,other,mother,79,52,0,yes,yes,no,yes,yes,yes,no,2,3,3,1,5,4,10,37,75,1
engineering,TCD,m,19,R,3,A,0,1,IT consultant,Product designer,other,mother,210,102,0,yes,yes,no,yes,no,yes,yes,4,2,0,4,4,3,32,66,71,65
engineering,DIT,f,19,U,5,T,4,0,Public house manager,Product designer,home,other,138,1,0,yes,yes,yes,yes,no,yes,no,1,1,1,1,3,1,63,76,16,13
physics,NCI,f,16,U,4,A,0,1,"Scientist, clinical (histocompatibility and immunogenetics)","Scientist, water quality",other,other,19,48,0,no,yes,yes,no,no,yes,yes,5,5,1,5,5,4,0,36,57,52
engineering,UCC,m,21,R,8,T,4,0,Drilling engineer,Product designer,home,mother,154,105,0,yes,yes,yes,no,yes,yes,yes,5,2,0,5,1,3,10,18,91,19
psychology,DIT,f,18,R,9,A,2,1,IT consultant,Product designer,home,other,74,63,2,yes,yes,no,yes,yes,yes,yes,4,2,0,3,1,5,4,91,11,11
psychology,DCU,m,20,R,8,T,1,0,IT consultant,Operations geologist,reputation,other,23,5,0,yes,yes,no,no,no,yes,yes,5,5,1,5,2,5,16,52,67,9
health science,NCI,m,19,R,5,A,3,3,Drilling engineer,"Scientist, water quality",home,mother,12,113,0,no,yes,yes,yes,no,yes,yes,1,5,4,2,1,2,20,78,62,4
psychology,UCD,m,20,U,7,A,1,2,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,reputation,father,112,5,0,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,5,74,91,64,26
health science,NUI-Galway,f,18,R,8,A,4,4,IT consultant,Product designer,reputation,mother,212,103,0,yes,yes,no,yes,no,yes,yes,1,2,0,1,1,1,16,100,6,38
health science,UCC,m,15,U,10,T,1,0,IT consultant,Product designer,other,father,240,57,0,yes,no,no,yes,no,yes,no,3,4,5,4,2,1,17,26,37,36
health science,UCC,m,20,U,6,T,3,3,Public house manager,Operations geologist,course,mother,124,22,0,yes,yes,no,no,yes,yes,no,4,1,1,2,2,3,11,54,57,3
computer science,NCI,m,17,U,3,A,3,2,IT consultant,Product designer,other,father,88,50,5,yes,no,no,no,no,yes,yes,1,4,5,3,5,1,64,74,96,55
health science,TCD,f,20,R,9,T,0,1,IT consultant,Product designer,reputation,father,27,52,0,yes,yes,no,no,no,yes,yes,2,2,0,1,1,5,80,70,36,98
computer science,UCC,m,17,R,8,T,3,3,IT consultant,Operations geologist,course,father,107,11,0,yes,yes,yes,no,no,yes,no,1,5,5,3,4,4,13,12,32,76
psychology,NCI,f,19,R,3,A,1,3,Public house manager,Operations geologist,course,father,83,2,4,yes,yes,yes,yes,no,yes,no,1,4,5,3,1,2,0,73,0,40
health science,UCC,m,16,R,8,A,0,4,Immunologist,Product designer,home,other,43,53,8,yes,yes,yes,yes,yes,yes,yes,5,3,3,4,3,2,23,72,0,81
math,DCU,f,16,R,7,A,1,4,Immunologist,"Scientist, water quality",home,father,132,59,0,yes,no,no,yes,yes,yes,no,3,1,1,4,1,4,17,88,64,63
physics,DCU,m,16,R,4,A,0,4,Public house manager,Medical laboratory scientific officer,home,father,57,58,0,no,no,no,yes,no,yes,yes,5,5,5,2,3,2,0,19,33,93
physics,NCI,m,18,R,8,A,3,4,Public house manager,Medical laboratory scientific officer,reputation,other,97,30,0,yes,yes,no,no,no,yes,no,4,3,3,4,4,1,14,87,77,44
physics,DIT,f,19,R,10,A,2,4,Public house manager,Medical laboratory scientific officer,reputation,other,15,86,10,yes,yes,no,yes,no,yes,no,5,1,1,3,3,1,7,49,52,31
math,TCD,m,22,U,3,A,1,4,IT consultant,Product designer,other,father,193,84,8,yes,yes,no,yes,yes,yes,yes,5,1,1,4,1,3,100,43,86,78
physics,UCC,f,22,R,3,A,0,2,Drilling engineer,"Scientist, water quality",other,other,157,44,9,yes,yes,no,yes,yes,yes,yes,3,3,3,2,5,3,91,69,58,9
health science,DIT,f,22,U,9,A,1,2,Immunologist,Medical laboratory scientific officer,home,father,130,6,0,yes,yes,no,no,yes,yes,yes,1,1,1,5,1,4,13,45,85,28
psychology,NCI,m,20,U,9,T,3,1,Public house manager,Medical laboratory scientific officer,other,father,193,30,0,yes,yes,no,yes,no,yes,no,1,5,2,4,2,1,19,73,52,14
physics,UCD,m,15,U,5,A,0,4,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,home,father,52,83,6,no,yes,yes,no,no,yes,yes,1,1,1,3,2,1,20,69,24,95
business,NUI-Galway,m,19,U,8,T,0,4,"Scientist, clinical (histocompatibility and immunogenetics)",Medical laboratory scientific officer,reputation,mother,84,74,0,yes,yes,no,no,no,yes,no,4,2,0,1,5,2,5,88,43,47
psychology,TCD,f,20,U,3,T,0,1,Public house manager,Product designer,course,father,45,49,0,yes,yes,no,no,no,yes,no,3,3,3,2,4,4,15,71,97,99
math,TCD,m,21,R,6,A,4,1,IT consultant,Chartered certified accountant,home,father,63,115,4,yes,no,no,no,yes,yes,no,5,2,0,4,4,1,11,87,28,14
computer science,NCI,f,21,U,9,A,4,1,Immunologist,Medical laboratory scientific officer,reputation,other,15,50,0,yes,yes,no,yes,yes,no,yes,2,1,1,1,3,5,5,47,53,44
health science,NUI-Galway,m,18,U,10,T,1,1,"Scientist, clinical (histocompatibility and immunogenetics)",Operations geologist,other,father,135,79,0,yes,no,no,no,yes,yes,yes,1,4,5,4,2,1,65,83,17,97
business,UCD,f,19,U,8,T,2,0,Drilling engineer,Chartered certified accountant,course,other,72,85,12,yes,yes,no,no,no,yes,no,4,2,0,5,3,4,1,10,37,79
physics,UCD,m,18,U,6,A,1,3,Drilling engineer,Chartered certified accountant,reputation,other,224,24,0,yes,yes,no,yes,yes,yes,no,5,3,3,5,1,2,5,91,99,71
business,DCU,m,15,U,10,A,1,3,Drilling engineer,Medical laboratory scientific officer,home,father,225,51,0,no,no,no,yes,yes,yes,no,3,3,3,2,5,4,12,74,21,35
math,DCU,f,15,U,7,A,3,3,Drilling engineer,"Scientist, water quality",other,other,12,79,0,yes,yes,no,no,no,no,no,3,3,3,3,2,5,12,68,8,11
health science,NCI,m,22,R,10,A,2,0,Public house manager,Product designer,course,other,171,22,0,no,yes,no,yes,no,yes,yes,4,4,5,4,3,4,58,90,97,73
health science,NUI-Galway,m,16,R,5,A,0,2,IT consultant,Product designer,other,mother,92,60,0,yes,yes,yes,yes,yes,yes,yes,4,1,1,2,2,5,13,86,50,70
business,DCU,m,21,R,5,A,3,4,Drilling engineer,"Scientist, water quality",home,other,27,113,0,no,yes,no,yes,yes,yes,no,1,3,3,5,5,4,9,36,21,38
computer science,UCC,f,21,U,7,T,3,0,"Scientist, clinical (histocompatibility and immunogenetics)","Scientist, water quality",reputation,father,105,9,0,yes,yes,no,no,no,yes,yes,4,2,0,5,1,2,13,8,81,16
business,NCI,m,19,R,5,T,3,4,Immunologist,Medical laboratory scientific officer,other,mother,76,25,12,yes,yes,no,no,no,yes,yes,5,5,1,5,4,1,3,28,39,94
math,TCD,f,22,U,5,T,0,3,IT consultant,"Scientist, water quality",home,other,197,52,0,yes,no,no,no,yes,yes,no,4,5,5,1,4,5,2,50,93,94
health science,NCI,m,20,R,8,A,3,3,"Scientist, clinical (histocompatibility and immunogenetics)","Scientist, water quality",other,father,153,6,0,yes,yes,no,no,yes,yes,no,3,2,0,5,5,3,2,62,73,70
health science,DIT,f,16,R,5,A,1,3,Immunologist,Operations geologist,home,mother,102,88,2,no,yes,no,no,yes,yes,yes,3,4,5,3,3,5,95,57,39,42
psychology,TCD,m,18,R,10,A,0,3,Public house manager,Operations geologist,home,other,68,120,6,yes,yes,no,yes,no,yes,yes,3,1,1,1,3,5,26,64,41,71
business,DCU,m,19,R,6,A,2,0,Drilling engineer,Operations geologist,other,mother,200,60,0,no,yes,no,no,yes,yes,no,5,3,3,4,5,1,14,95,38,36
business,UCC,f,19,U,8,T,4,2,Drilling engineer,Chartered certified accountant,home,father,99,24,0,yes,yes,no,yes,yes,yes,no,2,4,5,3,3,1,1,100,36,44
business,TCD,m,22,U,6,T,1,4,Drilling engineer,Operations geologist,course,father,127,5,0,yes,yes,no,no,yes,yes,yes,2,4,5,2,3,2,40,7,0,74
psychology,UCD,f,16,U,8,T,2,0,Drilling engineer,"Scientist, water quality",other,other,77,43,3,yes,yes,no,no,no,yes,no,4,3,3,1,3,2,0,16,71,15
psychology,NUI-Galway,f,19,R,6,A,0,1,Drilling engineer,"Scientist, water quality",reputation,mother,97,7,2,yes,no,no,no,no,yes,no,2,5,1,1,5,3,8,97,98,91
engineering,NUI-Galway,m,18,U,9,T,0,4,IT consultant,Chartered certified accountant,course,other,87,36,0,yes,yes,no,yes,yes,yes,no,3,3,3,4,3,4,27,76,42,54
physics,UCD,m,22,U,8,A,3,0,Immunologist,Product designer,course,mother,16,16,0,no,yes,no,yes,yes,yes,no,2,5,1,3,1,1,7,54,5,87
business,UCD,m,20,U,4,A,2,1,IT consultant,Medical laboratory scientific officer,reputation,other,63,87,0,no,yes,yes,yes,yes,yes,no,4,4,5,5,4,2,0,28,6,15
engineering,UCC,f,15,R,7,T,3,2,Drilling engineer,Product designer,other,mother,82,29,15,yes,no,no,yes,yes,yes,yes,3,4,5,3,2,4,64,70,14,91
computer science,NCI,f,21,R,3,T,2,4,Immunologist,Chartered certified accountant,course,mother,89,80,0,no,yes,no,yes,no,yes,yes,2,4,5,2,5,3,7,73,14,76
computer science,UCD,m,19,R,9,T,1,0,Immunologist,Medical laboratory scientific officer,course,other,31,48,0,no,yes,no,yes,no,yes,no,4,4,5,5,4,3,52,76,19,56
physics,NCI,f,21,U,4,A,3,2,Immunologist,Product designer,course,father,10,76,10,yes,yes,no,yes,no,yes,no,5,5,5,5,5,1,7,51,12,71
physics,UCC,f,18,R,10,T,0,1,Drilling engineer,Chartered certified accountant,reputation,other,191,26,0,no,no,no,yes,yes,yes,yes,4,3,3,3,2,5,41,74,84,81
math,NUI-Galway,m,19,R,5,T,0,2,Immunologist,Product designer,course,mother,85,8,0,yes,yes,yes,no,no,yes,yes,3,4,5,2,4,2,24,14,54,12
engineering,UCD,f,16,R,3,T,3,3,Public house manager,"Scientist, water quality",reputation,father,118,107,0,yes,yes,no,no,yes,yes,yes,1,5,3,4,5,1,33,42,94,13
engineering,DIT,m,17,R,10,T,3,1,Immunologist,Product designer,course,other,142,1,0,no,yes,no,no,no,yes,yes,1,1,1,2,3,2,4,34,62,15
engineering,NUI-Galway,m,18,U,4,A,1,4,"Scientist, clinical (histocompatibility and immunogenetics)",Operations geologist,other,father,207,21,0,no,yes,no,yes,no,yes,no,4,4,5,4,2,3,6,15,25,10
math,TCD,m,22,R,4,T,4,1,"Scientist, clinical (histocompatibility and immunogenetics)",Product designer,other,other,43,96,5,no,yes,no,no,no,yes,no,4,5,4,4,4,4,15,99,65,62
computer science,UCC,m,20,R,7,A,3,0,"Scientist, clinical (histocompatibility and immunogenetics)",Medical laboratory scientific officer,course,father,188,106,0,yes,yes,no,no,no,yes,no,4,1,1,2,5,3,14,4,20,61
psychology,NUI-Galway,f,22,R,4,A,0,1,Drilling engineer,Product designer,other,father,8,62,0,no,yes,no,yes,no,no,yes,4,2,0,4,1,1,100,41,75,51
engineering,TCD,f,15,R,5,A,4,3,Immunologist,Operations geologist,home,mother,36,19,0,no,no,no,yes,yes,yes,no,5,2,0,4,3,5,83,46,91,83
health science,NUI-Galway,m,21,R,4,A,3,0,IT consultant,Product designer,reputation,father,121,98,0,no,yes,no,yes,no,yes,yes,3,2,0,2,3,5,10,60,67,81
psychology,DIT,f,16,R,4,T,3,0,Drilling engineer,"Scientist, water quality",other,other,207,65,0,no,yes,no,no,no,yes,yes,1,4,5,3,3,1,91,62,5,69
computer science,DCU,m,19,R,9,A,3,4,Immunologist,Medical laboratory scientific officer,home,father,36,100,0,yes,yes,no,yes,no,yes,no,4,1,1,4,4,3,54,27,26,82
engineering,DCU,f,19,R,4,T,0,0,Public house manager,Product designer,reputation,other,186,11,0,yes,yes,yes,no,no,yes,no,3,4,5,3,1,4,85,52,94,61
health science,DCU,f,15,R,8,A,4,2,"Scientist, clinical (histocompatibility and immunogenetics)",Medical laboratory scientific officer,other,other,53,8,0,yes,yes,no,no,no,yes,yes,2,5,4,2,4,2,25,83,8,70
math,TCD,f,18,R,8,T,0,4,IT consultant,Chartered certified accountant,reputation,other,158,26,0,no,yes,yes,yes,no,yes,yes,1,1,1,4,5,2,1,47,14,57
computer science,UCC,f,20,U,6,A,0,0,Drilling engineer,Chartered certified accountant,other,father,53,22,0,yes,yes,no,yes,no,yes,no,3,3,3,5,4,2,5,57,2,30
psychology,TCD,m,18,U,7,A,1,4,Drilling engineer,Chartered certified accountant,reputation,mother,172,58,0,yes,yes,no,yes,no,yes,no,3,2,0,4,1,4,3,69,74,62
